Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_001682865.1	Bacillus sp. FJAT-26390	Scaffold	current	7433303	43	SAMN04994729	soil	China: Xizang		non_saline_candidate	
GCF_001719225.1	Bacillus sp. FJAT-14266	Complete Genome	current	4109356	1	SAMN04631804	soil	China:Fujian		non_saline_candidate	
GCF_002335755.1	Bacillus sp. FJAT-45066	Scaffold	current	3899609	5	SAMN07212119	soil	China		non_saline_candidate	
GCF_002335805.1	Bacillus sp. FJAT-45350	Scaffold	current	4301594	23	SAMN07212143	soil	China		non_saline_candidate	
GCF_002797315.1	Bacillus sp. FJAT-44742	Scaffold	current	3989367	8	SAMN07249150	soil	China		non_saline_candidate	
GCF_002797325.1	Bacillus sp. FJAT-45037	Scaffold	current	3373087	5	SAMN07212054	soil	China		non_saline_candidate	
GCF_002797375.1	Bacillus sp. FJAT-42315	Scaffold	current	3708137	52	SAMN07249165	soil	China		non_saline_candidate	
GCF_002998455.1	Bacillus sp. GBSC66	Scaffold	current	3570267	23	SAMN08634935	grass roots	China: Tibet, Nyingchi		non_saline_candidate	
GCF_002998655.1	Bacillus sp. GBSW19	Scaffold	current	3618693	13	SAMN08637791	soil	China: Tibet		non_saline_candidate	
GCF_002998675.1	Bacillus sp. GBSW2	Scaffold	current	3676222	19	SAMN08636683	pea roots	China: Tibet, Nyingchi		non_saline_candidate	
GCF_003330965.1	Bacillus sp. DM2	Complete Genome	current	4322871	2	SAMN09630362	soil	China: Qinghai-Tibet Plateau		non_saline_candidate	
GCF_003355115.1	Bacillus sp. COPE52	Chromosome	current	5806513	74	SAMN09462204	Root endosphere	Mexico: Los Reyes, Michoacan	Rubus ulmifolius	non_saline_candidate	
GCF_003429225.1	Bacillus sp. E25	Chromosome	current	5915788	99	SAMN09461924	Tomato plant endosphere	Mexico: Zamora, Michoacan	Physalis ixocarpa	non_saline_candidate	
GCF_003816055.1	Bacillus sp. FJAT-42376	Chromosome	current	4253348	1	SAMN07249159	soil	China		non_saline_candidate	
GCF_008274905.1	Bacillus sp. JAS24-2	Complete Genome	current	6129653	3	SAMN09370087	soil	Poland: Jasienowka, farmland		non_saline_candidate	
GCF_008368945.1	Bacillus sp. JAS102	Scaffold	current	5266143	59	SAMN09370079	soil	Poland: Jasienowka, farmland		non_saline_candidate	
GCF_018139665.1	Bacillus sp. CCNWLCWHY013	Scaffold	current	4212765	23	SAMN18789873	soil	China:Luochuan		non_saline_candidate	
GCF_018343515.1	Bacillus sp. FJAT-50079	Scaffold	current	4739423	21	SAMN19008749	rhizosphere soil	China:Zhangzhou	citrus	non_saline_candidate	
GCF_018343615.1	Bacillus sp. FJAT-49736	Scaffold	current	4423788	24	SAMN19008744	rhizosphere soil	China:Zhangzhou	citrus	non_saline_candidate	
GCF_018343715.1	Bacillus sp. FJAT-49711	Scaffold	current	4767936	27	SAMN19008741	rhizosphere soil	China:Zhangzhou	citrus	non_saline_candidate	
GCF_019039175.1	Bacillus sp. FJAT-27001	Scaffold	current	4116982	83	SAMN05687775	soil	China:Yunnan		non_saline_candidate	
GCF_019039215.1	Bacillus sp. FJAT-29790	Scaffold	current	4546172	129	SAMN05687774	root	China:Fujian		non_saline_candidate	
GCF_020149975.1	Bacillus sp. CRB-7	Complete Genome	current	5264724	2	SAMN21211841	soil	China:Chengdu		non_saline_candidate	
GCF_023823855.1	Bacillus sp. CMF12	Complete Genome	current	5298346	1	SAMN22304401	soil	China		non_saline_candidate	
GCF_024398395.1	Bacillus sp. FS02	Complete Genome	current	3773439	1	SAMN18917214	soil	India: Palampur, HP		non_saline_candidate	
GCF_030292155.1	Bacillus sp. DX3.1	Complete Genome	current	5688347	9	SAMN34510080	field soil	Germany: Heida		non_saline_candidate	
GCF_037083485.1	Bacillus sp. CCNWLW147	Scaffold	current	6465501	80	SAMN39993313	soil	China:Shannxi		non_saline_candidate	
GCF_037083625.1	Bacillus sp. CCNWLW75	Scaffold	current	6465981	81	SAMN39992840	soil	China:Shannxi		non_saline_candidate	
GCF_037120585.1	Bacillus sp. CCNWLW194	Scaffold	current	6461468	78	SAMN40127321	soil	China:Shannxi		non_saline_candidate	
GCF_046054275.1	Bacillus sp. GX	Scaffold	current	5739651	57	SAMN44828888	soil	China:Nanchong		non_saline_candidate	
GCF_046351715.1	Bacillus sp. Bva_UNVM-123	Scaffold	current	5119099	173	SAMN18815149	soil	Argentina		non_saline_candidate	
GCF_054570475.1	Bacillus sp. C1	Scaffold	current	5169516	44	SAMN54531316	rhizosphere, land salinization	China: Daqing		non_saline_candidate	
GCF_056341055.1	Bacillus sp. HN03	Complete Genome	current	3983006	1	SAMN26816379	soil	China:Hainan		non_saline_candidate	
GCF_000970445.1	Bacillus sp. TH008	Scaffold	current	4458714	135	SAMN03291350	soil	USA: Ohio, Columbus, banks of Olentangy River		non_saline_candidate	
GCF_001429445.1	Bacillus sp. Root920	Scaffold	current	3676263	15	SAMN04155877		Germany:Cologne	Arabidopsis thaliana	non_saline_candidate	
GCF_001429465.1	Bacillus sp. Root11	Scaffold	current	6621700	63	SAMN04155694		Germany:Cologne	Arabidopsis thaliana	non_saline_candidate	
GCF_001429475.1	Bacillus sp. Root131	Scaffold	current	6523787	61	SAMN04155720		Germany:Cologne	Arabidopsis thaliana	non_saline_candidate	
GCF_002209985.1	Bacillus sp. K2I17	Scaffold	current	6112111	147	SAMN07259826	soil	Chile: Antarctic territory		non_saline_candidate	
GCF_002218325.1	Bacillus sp. M13(2017)	Scaffold	current	5873661	52	SAMN06323232	soil	China: Kanas Lake		non_saline_candidate	
GCF_002993125.1	Bacillus sp. LLTC93	Scaffold	current	3802952	19	SAMN08628415	beet soil	China: Nyingchi		non_saline_candidate	
GCF_002998085.1	Bacillus sp. NMCN1	Scaffold	current	3662514	12	SAMN08633934	Namtso Lake soil	China: Tibet, Lake Namtso, Nagqu		non_saline_candidate	
GCF_002998465.1	Bacillus sp. NMCC46	Scaffold	current	3632907	19	SAMN08636320	grass root soil	China:Tibet, Lake Namtso, Nagqu		non_saline_candidate	
GCF_002998555.1	Bacillus sp. NMCC4	Scaffold	current	3716705	23	SAMN08636338	soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_002998575.1	Bacillus sp. LNXM65	Scaffold	current	3683458	20	SAMN08636368	soil	China: Tibet		non_saline_candidate	
GCF_002998605.1	Bacillus sp. MZGC1	Scaffold	current	3804143	16	SAMN08636787	soil	China: Tibet		non_saline_candidate	
GCF_002998615.1	Bacillus sp. LNXM10	Scaffold	current	3688268	18	SAMN08636686	wheat root soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_002998735.1	Bacillus sp. NMTD17	Scaffold	current	3681961	14	SAMN08637800	barley roots soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_003004355.1	Bacillus sp. LNXM12-2	Scaffold	current	3628483	14	SAMN08637793	wheat root soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_003004375.1	Bacillus sp. LNXM12-1	Scaffold	current	3627244	12	SAMN08636788	soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_003676355.1	Bacillus sp. L75	Scaffold	current	3963508	104	SAMN10089063	soils	China	Homo sapiens	non_saline_candidate	
GCF_004103875.1	Bacillus sp. WR11	Complete Genome	current	4202080	1	SAMN10225298	root	China	Triticum aestivum L.	non_saline_candidate	
GCF_005154805.1	Bacillus sp. S3	Complete Genome	current	5677811	2	SAMN11475527	Contaminated Mine Soils	China: Hunan		non_saline_candidate	
GCF_005937795.2	Bacillus sp. KBS0812	Complete Genome	current	4299846	2	SAMN11620959	soil	USA: Hickory Corners, MI		non_saline_candidate	
GCF_008042405.1	Bacillus sp. SH7-1	Scaffold	current	5798572	85	SAMN09370073	soil	Kenya: Shimba Hills National Reserve, car-park		non_saline_candidate	
GCF_008274885.1	Bacillus sp. SH8-8	Complete Genome	current	5439260	3	SAMN09370085	soil	Kenya: Shimba Hills National Reserve, car-park		non_saline_candidate	
GCF_008368855.1	Bacillus sp. TE8-1	Scaffold	current	5909200	72	SAMN09370084	soil	Kenya: Tsavo East National Park, car-park		non_saline_candidate	
GCF_008368905.1	Bacillus sp. SH5-2	Scaffold	current	5229578	57	SAMN09370090	soil	Kenya: Shimba Hills National Reserve, car-park		non_saline_candidate	
GCF_014250375.1	Bacillus sp. PAMC26543	Complete Genome	current	4101852	1	SAMN15794337	soil	Antarctica		non_saline_candidate	
GCF_014250415.1	Bacillus sp. PAMC28748	Complete Genome	current	4212838	1	SAMN15794283	soil	Antarctica		non_saline_candidate	
GCF_014250435.1	Bacillus sp. PAMC28571	Complete Genome	current	3793123	1	SAMN15794281	soil	Antarctica		non_saline_candidate	
GCF_014302175.1	Bacillus sp. PAMC22265	Complete Genome	current	3791266	1	SAMN15794277	soil	Antarctica		non_saline_candidate	
GCF_016924995.1	Bacillus sp. LJBS06	Complete Genome	current	4237297	2	SAMN17766440	soil	China: Shanghai		non_saline_candidate	
GCF_017797845.1	Bacillus sp. LJBV19	Complete Genome	current	3973013	1	SAMN18498952	soil	China: shanghai		non_saline_candidate	
GCF_018861275.1	Bacillus sp. JNUCC-22	Complete Genome	current	3949366	1	SAMN19582019	soil	South Korea: Jeju, Baengnokdam Summit Crater Area, Mt. Halla		non_saline_candidate	
GCF_018885385.1	Bacillus sp. JNUCC-24	Complete Genome	current	3835772	2	SAMN19582029	soil	South Korea: Baengnokdam Summit Crater Area, Mt. Halla, Jeju		non_saline_candidate	
GCF_019334685.1	Bacillus sp. LJBS17	Complete Genome	current	4330013	3	SAMN20204829	soil	China: Shanghai		non_saline_candidate	
GCF_020708615.1	Bacillus sp. LBG-1-113	Scaffold	current	4069186	30	SAMN22445230	root	China: Gansu	lily	non_saline_candidate	
GCF_021729365.1	Bacillus sp. R45	Complete Genome	current	3924335	1	SAMN25210050	soil	China:Nanjing		non_saline_candidate	
GCF_022637375.2	Bacillus sp. N5-665	Complete Genome	current	6035299	2	SAMN26520713	peat soil	Germany: long-term fertilization experiment Paulinenaue		non_saline_candidate	
GCF_022701035.1	Bacillus sp. N447-1	Complete Genome	current	5500489	2	SAMN16579498		China:zhengzhou	Zoo anteater area soil	non_saline_candidate	
GCF_030284525.1	Bacillus sp. L381	Complete Genome	current	3861105	1	SAMN31018855	root	China:Guangzhou	Oryza meridionalis	non_saline_candidate	
GCF_030851295.1	Bacillus sp. WR13	Scaffold	current	4009084	15	SAMN30058691	root	China: Zhoukou	Triticum aestivum	non_saline_candidate	
GCF_032465855.1	Bacillus sp. TSA-4	Complete Genome	current	4068985	1	SAMN37639057	soil	China		non_saline_candidate	
GCF_033449965.1	Bacillus sp. T3	Complete Genome	current	4606419	2	SAMN37270868	Rhizosphere soil of pepper	South Korea: Daegu		non_saline_candidate	
GCF_034259245.1	Bacillus sp. RA(2023)	Complete Genome	current	5889210	4	SAMN38441019	soil	China: Shandong Dongying		non_saline_candidate	
GCF_041222765.1	Bacillus sp. JNUCC-21	Complete Genome	current	4199467	1	SAMN42956505	Baengnokdam Summit Crater Area, Mt. Halla	South Korea: Jeju Island	soil	non_saline_candidate	
GCF_041360755.1	Bacillus sp. RCC_6_1	Scaffold	current	6105564	63	SAMN42017410	root	USA: Angelo Coast Range Reserve	Brachypodium distachyon	non_saline_candidate	
GCF_049059285.1	Bacillus sp. YIM B13449	Scaffold	current	3846041	15	SAMN43971604	rhizosphere soil	China: Yunnan Province	tobacco	non_saline_candidate	
GCF_050864245.1	Bacillus sp. XT-4	Scaffold	current	3711965	42	SAMN48882079	cadmium-contaminated soil	China: Xiangtan, Hunan province		non_saline_candidate	
GCF_051131815.1	Bacillus sp. PM5	Chromosome	current	5263753	1	SAMN47806251		China: Nanjing	Soil	non_saline_candidate	
GCF_051131825.1	Bacillus sp. PM43	Chromosome	current	4051346	2	SAMN47806259		China: Nanjing	Soil	non_saline_candidate	
GCF_052600175.1	Bacillus sp. M.A.Huq-78	Scaffold	current	5196555	146	SAMN50892729	soil	South Korea		non_saline_candidate	
GCF_052805735.1	Bacillus sp. N6	Complete Genome	current	5471967	4	SAMN51432599	tea garden soil	China: Wuyishan		non_saline_candidate	
GCF_053557995.1	Bacillus sp. XB1	Scaffold	current	5327894	34	SAMN45866699	soil	China: Zhejiang		non_saline_candidate	
GCF_053903125.1	Bacillus sp. JZ105	Complete Genome	current	3773681	1	SAMN27610177	Plant	Saudi Arabia: Jizan	Tribulus terrestris	non_saline_candidate	
GCF_053903135.1	Bacillus sp. JZ109	Complete Genome	current	4103390	1	SAMN27610178	Plant	Saudi Arabia: Jizan	Tribulus terrestris	non_saline_candidate	
GCF_053903145.1	Bacillus sp. JZ39	Complete Genome	current	4007146	1	SAMN27610179	Plant	Saudi Arabia: Jizan	Tribulus terrestris	non_saline_candidate	
GCF_053903155.1	Bacillus sp. JZ76	Complete Genome	current	4103388	1	SAMN27610200	Plant	Saudi Arabia: Jizan	Tribulus terrestris	non_saline_candidate	
GCF_053903185.1	Bacillus sp. JZ142	Complete Genome	current	3773654	1	SAMN27610204	Plant	Saudi Arabia: Jizan	Euphorbia granulata	non_saline_candidate	
GCF_053903195.1	Bacillus sp. JZ33	Complete Genome	current	3773699	1	SAMN27610205	Plant	Saudi Arabia: Jizan	Euphorbia granulata	non_saline_candidate	
GCF_053903205.1	Bacillus sp. JZ34	Complete Genome	current	4397370	1	SAMN27610206	Plant	Saudi Arabia: Jizan	Euphorbia granulata	non_saline_candidate	
GCF_053903215.1	Bacillus sp. JZ35	Complete Genome	current	3773699	1	SAMN27610207	Plant	Saudi Arabia: Jizan	Euphorbia granulata	non_saline_candidate	
GCF_053903235.1	Bacillus sp. JZ71	Complete Genome	current	3781119	2	SAMN27610209	Plant	Saudi Arabia: Thweal	Euphorbia granulata	non_saline_candidate	
GCF_053903245.1	Bacillus sp. K7	Complete Genome	current	3889512	1	SAMN27610210	Plant	Saudi Arabia: Thweal	Dactyloctenium aristatum	non_saline_candidate	
GCF_054161355.1	Bacillus sp. PK3-037	Complete Genome	current	4128071	1	SAMN27610215	Plant	Pakistan: Thar desert	Janochloa antidotale	non_saline_candidate	
GCF_054161375.1	Bacillus sp. PK3-130	Complete Genome	current	4128155	1	SAMN27610219	Plant	Pakistan: Thar desert	Janochloa antidotale	non_saline_candidate	
GCF_054161385.1	Bacillus sp. PK3-136	Complete Genome	current	4128070	1	SAMN27610220	Plant	Pakistan: Thar desert	Janochloa antidotale	non_saline_candidate	
GCF_054161395.1	Bacillus sp. PK3-137	Complete Genome	current	3736950	1	SAMN27610221	Plant	Pakistan: Thar desert	Janochloa antidotale	non_saline_candidate	
GCF_054161405.1	Bacillus sp. PK5-004	Complete Genome	current	3736957	1	SAMN27610223	Plant	Pakistan: Thar desert	Tribulus terrestris	non_saline_candidate	
GCF_054161415.1	Bacillus sp. PK5-006	Complete Genome	current	3736907	1	SAMN27610224	Plant	Pakistan: Thar desert	Tribulus terrestris	non_saline_candidate	
GCF_054161425.1	Bacillus sp. PK5-009	Complete Genome	current	3736920	1	SAMN27610225	Plant	Pakistan: Thar desert	Tribulus terrestris	non_saline_candidate	
GCF_054161435.1	Bacillus sp. PK5-050	Complete Genome	current	3736916	1	SAMN27610228	Plant	Pakistan: Thar desert	Tribulus terrestris	non_saline_candidate	
GCF_054161445.1	Bacillus sp. PK6-013	Complete Genome	current	4287170	1	SAMN27610229	Plant	Pakistan: Thar desert	Tetraena simplex	non_saline_candidate	
GCF_054161455.1	Bacillus sp. PK6-026	Complete Genome	current	4370689	1	SAMN27610231	Plant	Pakistan: Thar desert	Tetraena simplex	non_saline_candidate	
GCF_054792375.1	Bacillus sp. SA116	Complete Genome	current	4230722	2	SAMN27610185	Plant	Saudi Arabia: Jizan	Indigofera argentea Burm.f.	non_saline_candidate	
GCF_056530265.1	Bacillus sp. PK6-025	Complete Genome	current	4423395	2	SAMN27610230	Plant	Pakistan: Thar desert	Tetraena simplex	non_saline_candidate	
GCF_056530295.1	Bacillus sp. PK6-16	Complete Genome	current	5667521	2	SAMN27610232	Plant	Pakistan: Thar desert	Tetraena simplex	non_saline_candidate	
GCF_056738645.1	Bacillus sp. PK3-067	Complete Genome	current	5869396	5	SAMN27610218	Plant	Pakistan: Thar desert	Janochloa antidotale	non_saline_candidate	
GCF_056838025.1	Bacillus sp. MC1252	Complete Genome	current	3678855	1	SAMN54756743		China: Aksu Prefecture, Xinjiang Uygur Autonomous Region	soil	non_saline_candidate	
GCF_000959025.1	Bacillus spizizenii	Complete Genome	current	4031727	1	SAMN03400169	soil	Russia		non_saline_candidate	
GCF_001278955.1	Bacillus subtilis	Scaffold	current	4038551	44	SAMN03835251	soil	China		non_saline_candidate	
GCF_001890405.1	Bacillus subtilis	Complete Genome	current	4212430	2	SAMN06060088	soil	China: Tianjin		non_saline_candidate	
GCF_002072735.1	Bacillus subtilis	Complete Genome	current	4072961	1	SAMN06618433	rhizosphere	China:Zhongning,Ningxia	Lycium barbarum L.	non_saline_candidate	
GCF_002142595.1	Bacillus subtilis	Complete Genome	current	3923177	1	SAMN06808294	rhizospheric soil	Algeria: Tlemcen		non_saline_candidate	
GCF_002155045.1	Bacillus spizizenii	Scaffold	current	4042051	23	SAMN06298242	Heavy crude-oil contaminated soil sample	Oman: Heavy-Oil field		non_saline_candidate	
GCF_002205435.1	Bacillus subtilis	Chromosome	current	4093698	130	SAMN07187745	soil	India: Assam, Sivasagar		non_saline_candidate	
GCF_002211235.1	Bacillus spizizenii	Scaffold	current	4216713	25	SAMN07277156	potato rhizosphere	Russia: Republic of Tatarstan, Kazan		non_saline_candidate	
GCF_002277775.1	Bacillus subtilis	Scaffold	current	4271280	21	SAMN07285925	potato rhizosphere	Russia: Republic of Tatarstan		non_saline_candidate	
GCF_003148355.1	Bacillus subtilis	Complete Genome	current	4120380	1	SAMN09212889	soil	China: Hainan province		non_saline_candidate	
GCF_003265645.1	Bacillus subtilis	Scaffold	current	4161805	13	SAMN02714223	soil	China: Yantai, Shandong		non_saline_candidate	
GCF_004101945.1	Bacillus subtilis	Complete Genome	current	4110138	1	SAMN07460133	soil	France		non_saline_candidate	
GCF_004103895.1	Bacillus subtilis	Scaffold	current	3980593	32	SAMN06445278	rhizospheric soil	India:Uttar Pradesh		non_saline_candidate	
GCF_004294565.1	Bacillus subtilis	Scaffold	current	4060396	23	SAMN10786851	Maize rhizosphere	South Africa: Mafikeng	Soil	non_saline_candidate	
GCF_005849145.1	Bacillus subtilis	Complete Genome	current	4073059	1	SAMN11535052	Tobacco rhizosphere soil	China:Hunan Province		non_saline_candidate	
GCF_007995205.1	Bacillus subtilis	Scaffold	current	4138034	56	SAMN06167145	Soil from decomposing logs of textile industry	India: Gujarat, Surat		non_saline_candidate	
GCF_009665145.1	Bacillus subtilis	Complete Genome	current	4015360	1	SAMN13155133	soil	China: Chengde		non_saline_candidate	
GCF_009857115.1	Bacillus subtilis	Complete Genome	current	4119195	1	SAMN13715497	soil	South Korea: Gotjawal in Jeju island		non_saline_candidate	
GCF_009937745.1	Bacillus subtilis	Chromosome	current	4457201	1	SAMN13510061	soil	Pakistan: Karak		non_saline_candidate	
GCF_010634645.1	Bacillus subtilis	Scaffold	current	4236139	85	SAMN06643048	healthy plant	India	Crocus sativus (saffron)	non_saline_candidate	
GCF_011765645.1	Bacillus subtilis	Chromosome	current	4142132	26	SAMN12697602	Plant tissue	India:Manipur	Oryza sativa	non_saline_candidate	
GCF_013285325.1	Bacillus subtilis	Complete Genome	current	4101682	1	SAMN15069579	soil	China:Najing province		non_saline_candidate	
GCF_013342875.1	Bacillus subtilis	Scaffold	current	4248244	24	SAMN15042623	soil	China		non_saline_candidate	
GCF_014879275.1	Bacillus subtilis	Complete Genome	current	4200880	1	SAMN16330026	Bat guano from cave soil	Brazil: Para, Altamira		non_saline_candidate	
GCF_015535655.1	Bacillus subtilis	Complete Genome	current	4105857	1	SAMN13503695	Dendrobium	China:Guangzhou	plant	non_saline_candidate	
GCF_015602625.1	Bacillus subtilis	Complete Genome	current	4186822	1	SAMN13503694	Dendrobium	China:Guangzhou	plant	non_saline_candidate	
GCF_015844635.1	Bacillus subtilis	Scaffold	current	4094982	22	SAMN03654031	maybe soil	China		non_saline_candidate	
GCF_015844655.1	Bacillus subtilis	Scaffold	current	4227600	102	SAMN03654030	maybe soil	China		non_saline_candidate	
GCF_015880865.1	Bacillus subtilis	Scaffold	current	4081556	29	SAMN03651926	maybe soil	China		non_saline_candidate	
GCF_016894165.1	Bacillus subtilis	Complete Genome	current	4080024	1	SAMN17832981	soil	Belarus:Novopolotsk		non_saline_candidate	
GCF_017599395.1	Bacillus subtilis	Scaffold	current	4143274	124	SAMN18386051	soil	Pakistan: Thal Desert		non_saline_candidate	
GCF_017817855.1	Bacillus subtilis	Scaffold	current	4064901	29	SAMN18155319	soil	Brazil		non_saline_candidate	
GCF_018223525.1	Bacillus subtilis	Scaffold	current	4061509	23	SAMN18839106	soil	China:Beijing, Haidian District, Zhongguancunnandajie, Chinese Agricultral of Academy Sciences		non_saline_candidate	
GCF_018394175.1	Bacillus subtilis	Complete Genome	current	4030791	1	SAMN19091144	soil	China: Mount Tai		non_saline_candidate	
GCF_018530835.1	Bacillus subtilis	Scaffold	current	4037732	11	SAMN19238141	soil	China:Beijing, Haidian District, Zhongguancunnandajie, Chinese Agricultral of Academy Sciences		non_saline_candidate	
GCF_019931715.1	Bacillus subtilis	Complete Genome	current	4299840	2	SAMN21220196	soil	China		non_saline_candidate	
GCF_020859605.1	Bacillus subtilis	Scaffold	current	4125559	22	SAMN22603050	activated sludge from wastewater treatment plant	China: Fuzhou		non_saline_candidate	
GCF_021498185.1	Bacillus subtilis	Chromosome	current	4138018	14	SAMN14911298	Local soil sample	India		non_saline_candidate	
GCF_022370975.1	Bacillus subtilis	Complete Genome	current	4264477	1	SAMN25982035	soil	China: Shandong		non_saline_candidate	
GCF_022654795.1	Bacillus subtilis	Complete Genome	current	4160635	1	SAMN26533862	tea soil	China: Guiyang		non_saline_candidate	
GCF_022700935.1	Bacillus subtilis	Complete Genome	current	4215560	1	SAMN16585340	Soil of Dajian Mountain Forest Farm	China:Shanxi qinshui		non_saline_candidate	
GCF_022809835.2	Bacillus sp. ZJS3	Complete Genome	current	5756387	3	SAMN26863310	biological soil crust	China:Tengger Desert		non_saline_candidate	
GCF_023369715.1	Bacillus subtilis	Complete Genome	current	4058498	1	SAMN28044975		China: Hebei	soil	non_saline_candidate	
GCF_024220155.1	Bacillus subtilis	Complete Genome	current	4030831	1	SAMN29498062	soil	China:Beijing		non_saline_candidate	
GCF_025460705.1	Bacillus subtilis	Scaffold	current	4152216	23	SAMN28928350	petroleum contaminated soil	China: Maoming		non_saline_candidate	
GCF_025502505.1	Bacillus subtilis	Complete Genome	current	4175498	2	SAMN30959807	soil	South Korea:Buyeo		non_saline_candidate	
GCF_025502545.1	Bacillus subtilis	Complete Genome	current	4175500	2	SAMN30959580	soil	South Korea:Buyeo		non_saline_candidate	
GCF_025767725.1	Bacillus subtilis	Chromosome	current	4204770	1	SAMN09662699	soil	India: Maharashtra		non_saline_candidate	
GCF_025914075.1	Bacillus subtilis	Complete Genome	current	4049856	1	SAMN18642587	soil	China:Nanjing		non_saline_candidate	
GCF_026639155.1	Bacillus subtilis	Complete Genome	current	4060823	1	SAMN31746991	soil	China		non_saline_candidate	
GCF_026793955.1	Bacillus subtilis	Scaffold	current	4064771	25	SAMN25999666	soil	not collected		non_saline_candidate	
GCF_035810295.1	Bacillus spizizenii	Scaffold	current	4031749	42	SAMN33940539	soil	USA		non_saline_candidate	
GCF_035810315.1	Bacillus spizizenii	Scaffold	current	4096462	26	SAMN33940538	soil	USA		non_saline_candidate	
GCF_035810335.1	Bacillus spizizenii	Scaffold	current	4158339	25	SAMN33940537	soil	Tunisia		non_saline_candidate	
GCF_035810375.1	Bacillus spizizenii	Scaffold	current	4032702	38	SAMN33940535	soil	USA		non_saline_candidate	
GCF_035813395.1	Bacillus spizizenii	Scaffold	current	4051607	44	SAMN33940381	soil	not collected		non_saline_candidate	
GCF_035822295.1	Bacillus stercoris	Scaffold	current	4042839	19	SAMN33940744	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_035822975.1	Bacillus spizizenii	Scaffold	current	3968596	86	SAMN33940725	soil	USA		non_saline_candidate	
GCF_036785745.1	Bacillus spizizenii	Complete Genome	current	4130445	1	SAMN28663891	sabkha environment soil	United Arab Emirates: Abu Dhabi		non_saline_candidate	
GCF_036884815.1	Bacillus spizizenii	Complete Genome	current	4130172	1	SAMN39909520	soil	United Arab Emirates: Abu Dhabi		non_saline_candidate	
GCF_046267965.1	Bacillus spizizenii	Complete Genome	current	4096143	1	SAMN45884960	soil	China:Urumqi		non_saline_candidate	
GCF_048551435.1	Bacillus spizizenii	Scaffold	current	4086889	37	SAMN45886277		Iran: Kashan	soil	non_saline_candidate	
GCF_048551475.1	Bacillus spizizenii	Scaffold	current	4081723	40	SAMN45886870		Iran	soil	non_saline_candidate	
GCF_054112725.1	Bacillus spizizenii	Complete Genome	current	4111314	1	SAMN53380481	soil	China: XINJIANG	Populus euphratica Oliv	non_saline_candidate	
GCF_028462485.1	Bacillus subtilis	Scaffold	current	4063891	69	SAMN32946340	soil	not applicable		non_saline_candidate	
GCF_028463925.1	Bacillus subtilis	Complete Genome	current	4110203	1	SAMN32902171	soil	South Korea:Sunchang		non_saline_candidate	
GCF_029027845.1	Bacillus subtilis	Complete Genome	current	4295123	2	SAMN26811691	soil	China: Shenzhen		non_saline_candidate	
GCF_029537155.2	Bacillus subtilis	Complete Genome	current	4140514	1	SAMN33591691	soil	not applicable		non_saline_candidate	
GCF_030122865.1	Bacillus subtilis	Complete Genome	current	4090469	1	SAMN34374854	grassland soil	Denmark: Gentofte		non_saline_candidate	
GCF_030122885.1	Bacillus subtilis	Complete Genome	current	4090469	1	SAMN34374855	grassland soil	Denmark: Gentofte		non_saline_candidate	
GCF_030123085.1	Bacillus subtilis	Complete Genome	current	4085814	1	SAMN34374884	pine forrest soil between two spruce trees	Germany: near Munchenroda, Jena		non_saline_candidate	
GCF_030123145.1	Bacillus subtilis	Complete Genome	current	4237328	1	SAMN34375013	rhizosphere soil	China: Kaifeng, Henan Province		non_saline_candidate	
GCF_030273385.1	Bacillus subtilis	Chromosome	current	4149783	30	SAMN23670471	rice garden soil	India: Jorhat, Assam		non_saline_candidate	
GCF_030643845.1	Bacillus subtilis	Complete Genome	current	4227198	1	SAMN32775247	Starch plant	China: Guangxi		non_saline_candidate	
GCF_030863625.1	Bacillus subtilis	Complete Genome	current	3908079	1	SAMN30451247	rhizosphere soil	China:Shaanxi	missing	non_saline_candidate	
GCF_031326005.1	Bacillus subtilis	Complete Genome	current	4092273	2	SAMN37220582	soil sample	South Korea: Jeju Island		non_saline_candidate	
GCF_031326045.1	Bacillus subtilis	Complete Genome	current	4059376	1	SAMN37220456	soil sample	South Korea: Busan		non_saline_candidate	
GCF_033100155.1	Bacillus subtilis	Chromosome	current	4093049	2	SAMN37735702	Soil adhered to the roots	Trinidad and Tobago: Trinidad	Wild Sorghum	non_saline_candidate	
GCF_035808095.1	Bacillus subtilis	Scaffold	current	4243171	34	SAMN33940662	soil	Austria		non_saline_candidate	
GCF_035809035.1	Bacillus subtilis	Scaffold	current	4048165	18	SAMN33940602	soil	Russia		non_saline_candidate	
GCF_035809065.1	Bacillus subtilis	Scaffold	current	4043088	23	SAMN33940604	soil	Russia		non_saline_candidate	
GCF_035810155.1	Bacillus subtilis	Scaffold	current	4064812	20	SAMN33940544	soil	USA		non_saline_candidate	
