Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_002569755.1	Bacillus pseudomycoides	Scaffold	current	5526211	285	SAMN07598418	core	USA: IA	Soybean	uncertain	
GCF_002569875.1	Bacillus pseudomycoides	Scaffold	current	5550496	525	SAMN07598393	leaf	USA: IA	Soybean	uncertain	
GCF_002569925.1	Bacillus pseudomycoides	Scaffold	current	5841288	316	SAMN07598390	soil	USA: IA		non_saline_candidate	
GCF_002569945.1	Bacillus pseudomycoides	Scaffold	current	5706171	327	SAMN07598386	soil	USA: NY		non_saline_candidate	
GCF_002569985.1	Bacillus pseudomycoides	Scaffold	current	5488723	254	SAMN07598384	leaf	USA: MN	Soybean	uncertain	
GCF_002570325.1	Bacillus pseudomycoides	Scaffold	current	5734995	182	SAMN07598339	core	USA: IL	Corn	uncertain	
GCF_002571515.1	Bacillus pseudomycoides	Scaffold	current	5575088	297	SAMN07598323	core	USA: IL	Corn	uncertain	
GCF_002571545.1	Bacillus pseudomycoides	Scaffold	current	5857799	297	SAMN07598319	soil	USA: NC		non_saline_candidate	
GCF_002571595.1	Bacillus pseudomycoides	Scaffold	current	5631222	333	SAMN07598316	soil	USA: IA		non_saline_candidate	
GCF_002571845.1	Bacillus pseudomycoides	Scaffold	current	5593122	200	SAMN07598232	leaf	USA: IL	Corn	uncertain	
GCF_002571985.1	Bacillus pseudomycoides	Scaffold	current	5647584	265	SAMN07598268	soil	USA: IA		non_saline_candidate	
GCF_002572065.1	Bacillus pseudomycoides	Scaffold	current	5783791	300	SAMN07598248	excrement	USA: IA		uncertain	
GCF_002572075.1	Bacillus pseudomycoides	Scaffold	current	5706323	258	SAMN07598239	core	USA: IL	Corn	uncertain	
GCF_002572215.1	Bacillus pseudomycoides	Scaffold	current	5815122	365	SAMN07598184	soil	USA: NC		non_saline_candidate	
GCF_002572305.1	Bacillus pseudomycoides	Scaffold	current	5567010	335	SAMN07598270	core	USA: IA	Soybean	uncertain	
GCF_002572375.1	Bacillus pseudomycoides	Scaffold	current	5679229	230	SAMN07598237	core	USA: IA	Soybean	uncertain	
GCF_002572385.1	Bacillus pseudomycoides	Scaffold	current	5738096	253	SAMN07598234	missing	USA: MN	Corn	uncertain	
GCF_002572465.1	Bacillus pseudomycoides	Scaffold	current	5303175	248	SAMN07598203	soil	USA: NY		non_saline_candidate	
GCF_002572495.1	Bacillus pseudomycoides	Scaffold	current	5891521	580	SAMN07598178	core	USA: IA	Soybean	uncertain	
GCF_002576515.1	Bacillus pseudomycoides	Scaffold	current	5697573	236	SAMN07597965	soil	USA: NC		non_saline_candidate	
GCF_002579115.1	Bacillus pseudomycoides	Scaffold	current	5527589	251	SAMN07598153	soil	USA: IA		non_saline_candidate	
GCF_002579165.1	Bacillus pseudomycoides	Scaffold	current	5603442	314	SAMN07598152	soil	USA: IA		non_saline_candidate	
GCF_002579375.1	Bacillus pseudomycoides	Scaffold	current	5720620	377	SAMN07598136	core	USA: IL	Corn	uncertain	
GCF_002579385.1	Bacillus pseudomycoides	Scaffold	current	5698202	583	SAMN07598119	root	USA: IA	Corn	non_saline_candidate	
GCF_002579475.1	Bacillus pseudomycoides	Scaffold	current	5859346	276	SAMN07598116	core	USA: NC	Corn	uncertain	
GCF_002579785.1	Bacillus pseudomycoides	Scaffold	current	5559785	300	SAMN07598105	core	USA: IL	Corn	uncertain	
GCF_002579975.1	Bacillus pseudomycoides	Scaffold	current	5545629	358	SAMN07598087	core	USA: IL	Corn	uncertain	
GCF_002580615.1	Bacillus pseudomycoides	Scaffold	current	5720478	257	SAMN07598040	core	USA: IL	Corn	uncertain	
GCF_002580745.1	Bacillus pseudomycoides	Scaffold	current	5639348	241	SAMN07598027	soil	USA: IA		non_saline_candidate	
GCF_002580755.1	Bacillus pseudomycoides	Scaffold	current	5551464	280	SAMN07598010	soil	USA: NY		non_saline_candidate	
GCF_002581285.1	Bacillus pseudomycoides	Scaffold	current	5649678	220	SAMN07598057	leaf	USA: IL	Corn	uncertain	
GCF_002581425.1	Bacillus pseudomycoides	Scaffold	current	5603835	285	SAMN07598051	soil	USA: IA		non_saline_candidate	
GCF_002581465.1	Bacillus pseudomycoides	Scaffold	current	5683476	206	SAMN07598035	core	USA: IA	Soybean	uncertain	
GCF_002581835.1	Bacillus pseudomycoides	Scaffold	current	5751519	289	SAMN07597959	soil	USA: IA		non_saline_candidate	
GCF_002582085.1	Bacillus pseudomycoides	Scaffold	current	5808837	275	SAMN07597933	soil	USA: NC		non_saline_candidate	
GCF_002582165.1	Bacillus pseudomycoides	Scaffold	current	5825791	791	SAMN07597921	root	USA: MO	Soybean	non_saline_candidate	
GCF_002582195.1	Bacillus pseudomycoides	Scaffold	current	5707587	315	SAMN07597927	core	USA: IA	Soybean	uncertain	
GCF_002582485.1	Bacillus pseudomycoides	Scaffold	current	5888184	391	SAMN07597886	leaf	USA: MO	Soybean	uncertain	
GCF_002583735.1	Bacillus pseudomycoides	Scaffold	current	5537602	176	SAMN07597902	leaf	USA: IN	Corn	uncertain	
GCF_002583865.1	Bacillus pseudomycoides	Scaffold	current	5884098	324	SAMN07597885	soil	USA: IA		non_saline_candidate	
GCF_002588885.1	Bacillus pseudomycoides	Scaffold	current	5540686	421	SAMN07597824	leaf	USA: OH	Weed	uncertain	
GCF_002589505.1	Bacillus pseudomycoides	Scaffold	current	5439389	349	SAMN07597868	root	USA: IA	Corn	non_saline_candidate	
GCF_002589635.1	Bacillus pseudomycoides	Scaffold	current	5656096	271	SAMN07597831	missing	USA: IA	Corn	uncertain	
GCF_002753815.1	Bacillus pumilus	Contig	current	3626971	62	SAMN07962157	sample from sludge	Russia: Lake Gorkoye, Novosibirsk region		uncertain	
GCF_002998335.1	Bacillus pumilus	Scaffold	current	3766320	22	SAMN08634680	Turnip soil	China: Tibet, Nyingchi		non_saline_candidate	
GCF_002998365.1	Bacillus pumilus	Scaffold	current	3697756	23	SAMN08634668	beet roots	China: Tibet, Nyingchi		non_saline_candidate	
GCF_002998415.1	Bacillus pumilus	Scaffold	current	3770927	16	SAMN08634856	soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_002998475.1	Bacillus pumilus	Scaffold	current	3798185	23	SAMN08634709	soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_003020795.1	Bacillus pumilus	Scaffold	current	3640519	14	SAMN08568348		USA: Narragansett Bay, Rhode Island	Homarus americanus	uncertain	
GCF_003034105.1	Bacillus pumilus	Scaffold	current	3684250	31	SAMN06285022	Citrus rhizosphere	USA: Florida, Fort Pierce		non_saline_candidate	
GCF_003265785.1	Bacillus pumilus	Contig	current	3656744	36	SAMN08384463	soil	Netherlands		non_saline_candidate	
GCF_003265805.1	Bacillus pumilus	Contig	current	3803730	47	SAMN08384462	soil	Netherlands		non_saline_candidate	
GCF_003284525.1	Bacillus pumilus	Contig	current	3661313	33	SAMN08995361	saliva	Russia:East Siberia	bear	uncertain	
GCF_003301255.1	Bacillus pumilus	Scaffold	current	3724869	48	SAMN09466847	digested chicken wastes	Russia:Kazan		uncertain	
GCF_003431975.1	Bacillus pumilus	Complete Genome	current	3937399	1	SAMN06706381	Sediment top	Mexico: Churince, Cuatro Cienegas, Coahuila	not applicable	uncertain	
GCF_003571425.1	Bacillus pumilus	Complete Genome	current	3747740	1	SAMN06706382	Sediment top	Mexico: Churince, Cuatro Cienegas, Coahuila	not applicable	uncertain	
GCF_003985025.1	Bacillus pumilus	Contig	current	3672922	61	SAMN10531140	Plant seeds	Russia: Leningrad oblast,Belogorka area	Lathyrus oleraceus	non_saline_candidate	
GCF_004006455.1	Bacillus pumilus	Complete Genome	current	3640542	1	SAMN09215342		China	soil	non_saline_candidate	
GCF_005217785.1	Bacillus pumilus	Contig	current	3779777	182	SAMN11526855	sample of pine resin	USA: New Hampshire, Manchester		uncertain	
GCF_007665325.1	Bacillus pumilus	Scaffold	current	3809112	30	SAMN11792767	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007665445.1	Bacillus pumilus	Scaffold	current	3672525	35	SAMN11792759	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007666085.1	Bacillus pumilus	Scaffold	current	3946221	212	SAMN11792720	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007666215.1	Bacillus pumilus	Scaffold	current	4095968	217	SAMN11792708	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007667475.1	Bacillus pumilus	Scaffold	current	4150391	176	SAMN11792631	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007667505.1	Bacillus pumilus	Scaffold	current	4027680	170	SAMN11792630	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007667685.1	Bacillus pumilus	Scaffold	current	3664394	42	SAMN11792621	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007673705.1	Bacillus pumilus	Scaffold	current	4077342	133	SAMN11792502	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007673765.1	Bacillus pumilus	Scaffold	current	4011052	266	SAMN11792493	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007674165.1	Bacillus pumilus	Scaffold	current	4051268	518	SAMN11792465	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007676815.1	Bacillus pumilus	Scaffold	current	4068700	1856	SAMN11792446	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007676865.1	Bacillus pumilus	Scaffold	current	4030902	204	SAMN11792443	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007677125.1	Bacillus pumilus	Scaffold	current	3971384	86	SAMN11792424	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007677155.1	Bacillus pumilus	Scaffold	current	3973701	100	SAMN11792422	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007678035.1	Bacillus pumilus	Scaffold	current	3973701	199	SAMN11792352	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007678135.1	Bacillus pumilus	Scaffold	current	4134420	275	SAMN11792346	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007678395.1	Bacillus pumilus	Scaffold	current	3682458	303	SAMN11792330	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007678705.1	Bacillus pumilus	Scaffold	current	3982368	100	SAMN11792314	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007678815.1	Bacillus pumilus	Scaffold	current	4115291	84	SAMN11792306	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007679215.1	Bacillus pumilus	Scaffold	current	4092542	442	SAMN11792279	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007679395.1	Bacillus pumilus	Scaffold	current	3853731	484	SAMN11792264	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007679415.1	Bacillus pumilus	Scaffold	current	4039762	296	SAMN11792267	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007679485.1	Bacillus pumilus	Scaffold	current	4082580	228	SAMN11792261	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007679515.1	Bacillus pumilus	Scaffold	current	4022189	198	SAMN11792254	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_007681785.1	Bacillus pseudomycoides	Scaffold	current	5631224	355	SAMN11792344	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_008180455.1	Bacillus pumilus	Scaffold	current	4024237	38	SAMN12612708	sediment	Mexico: desert of Cuatro Cienegas, Coahuila		uncertain	
GCF_008180525.1	Bacillus pumilus	Contig	current	3687435	42	SAMN12612706	sediment	Mexico: desert of Cuatro Cienegas, Coahuila		uncertain	
GCF_008245265.1	Bacillus pumilus	Contig	current	3688733	49	SAMN12612707	sediment	Mexico: desert of Cuatro Cienegas, Coahuila		uncertain	
GCF_009937765.1	Bacillus pumilus	Chromosome	current	3774709	1	SAMN13526181	soil	Pakistan: Karak		non_saline_candidate	
GCF_012934255.1	Bacillus pumilus	Contig	current	3667128	16	SAMN12619324	missing	Brazil: Rio de Janeiro	Plakina sp. 2 CCPH-2017	uncertain	
GCF_013423765.1	Bacillus pumilus	Complete Genome	current	3854893	1	SAMN15498547	feces	Mexico	Homo sapiens	exclude_review	feces
GCF_014212075.1	Bacillus pumilus	Contig	current	3859407	73	SAMN15366957	Dairy farm	United Kingdom: Nottingham		uncertain	
GCF_014267415.1	Bacillus pumilus	Contig	current	3664791	117	SAMN15834473	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267435.1	Bacillus pumilus	Contig	current	3660097	59	SAMN15834469	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267445.1	Bacillus pumilus	Contig	current	3661894	82	SAMN15834472	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267505.1	Bacillus pumilus	Contig	current	3663484	77	SAMN15834465	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267515.1	Bacillus pumilus	Contig	current	3658442	51	SAMN15834468	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267525.1	Bacillus pumilus	Contig	current	3659204	70	SAMN15834470	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267545.1	Bacillus pumilus	Contig	current	3660069	57	SAMN15834471	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267585.1	Bacillus pumilus	Contig	current	3658363	43	SAMN15834467	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267605.1	Bacillus pumilus	Contig	current	3659375	59	SAMN15834463	PROTECT experiment, Tray 2, Comp 2, UV layer	USA: International Space Station		uncertain	
GCF_014267625.1	Bacillus pumilus	Contig	current	3665193	103	SAMN15834464	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267635.1	Bacillus pumilus	Contig	current	3657275	54	SAMN15834466	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267665.1	Bacillus pumilus	Contig	current	3659812	66	SAMN15834462	PROTECT experiment, Tray 2, Comp 2, UV layer	USA: International Space Station		uncertain	
GCF_014267685.1	Bacillus pumilus	Contig	current	3658894	61	SAMN15834444	PROTECT experiment, Tray 1, Comp 2, UV layer	USA: International Space Station		uncertain	
GCF_014267695.1	Bacillus pumilus	Contig	current	3657162	38	SAMN15834459	PROTECT experiment, Tray 2, Comp 2, UV layer	USA: International Space Station		uncertain	
GCF_014267725.1	Bacillus pumilus	Contig	current	3659976	55	SAMN15834454	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267745.1	Bacillus pumilus	Contig	current	3663997	72	SAMN15834448	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267755.1	Bacillus pumilus	Contig	current	3660148	71	SAMN15834456	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267775.1	Bacillus pumilus	Contig	current	3660984	66	SAMN15834455	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267805.1	Bacillus pumilus	Contig	current	3659776	57	SAMN15834451	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267815.1	Bacillus pumilus	Contig	current	3661334	64	SAMN15834452	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267845.1	Bacillus pumilus	Contig	current	3658327	48	SAMN15834453	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267855.1	Bacillus pumilus	Contig	current	3658659	54	SAMN15834458	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267875.1	Bacillus pumilus	Contig	current	3664902	158	SAMN15834457	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267905.1	Bacillus pumilus	Contig	current	3657362	46	SAMN15834460	PROTECT experiment, Tray 2, Comp 2, UV layer	USA: International Space Station		uncertain	
GCF_014267915.1	Bacillus pumilus	Contig	current	3659123	53	SAMN15834450	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014267985.1	Bacillus pumilus	Contig	current	3659001	57	SAMN15834474	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014269895.1	Bacillus pumilus	Contig	current	3658863	50	SAMN15834441	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014269905.1	Bacillus pumilus	Contig	current	3666111	84	SAMN15834442	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014269915.1	Bacillus pumilus	Contig	current	3661938	77	SAMN15834446	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014269965.1	Bacillus pumilus	Contig	current	3686923	173	SAMN15834443	PROTECT experiment, Tray 1, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014269985.1	Bacillus pumilus	Contig	current	3662503	62	SAMN15834445	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014270025.1	Bacillus pumilus	Contig	current	3657987	52	SAMN15834447	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014270045.1	Bacillus pumilus	Contig	current	3663854	105	SAMN15834449	PROTECT experiment, Tray 2, Comp 2, dark layer	USA: International Space Station		uncertain	
GCF_014822145.1	Bacillus pseudomycoides	Contig	current	5728253	499	SAMN05770196		USA: Wilmar, MN		uncertain	
GCF_022458745.1	Bacillus piscicola	Contig	current	3516488	39	SAMN23166222	fish sauce	Thailand		uncertain	
GCF_022811845.1	Bacillus pseudomycoides	Complete Genome	current	5689465	4	SAMN16579483	Zoo wolf area soil	China:zhengzhou		non_saline_candidate	
GCF_023036475.1	Bacillus pinisoli	Contig	current	4004187	38	SAMN23765204		China: Weizhou Island	soil	non_saline_candidate	
GCF_024733595.1	Bacillus pseudomycoides	Scaffold	current	5714291	121	SAMN29936620		USA: Thompson trail, Siena College campus, Loudonville, New York		uncertain	
GCF_025916425.1	Bacillus pretiosus	Contig	current	5385342	90	SAMN29203362		Spain: Ciudad Real		uncertain	
GCF_029222575.1	Bacillus pseudomycoides	Contig	current	5308120	158	SAMN33442695	soil	Greece		non_saline_candidate	
GCF_031316595.1	Bacillus pseudomycoides	Scaffold	current	5735220	909	SAMN12236525	Missing	Missing		uncertain	
GCF_031317215.1	Bacillus pseudomycoides	Contig	current	5632076	167	SAMN12238234	Missing	Missing		uncertain	
GCF_031324125.1	Bacillus pseudomycoides	Contig	current	5949058	13	SAMN34374912	pine forrest soil between two spruce trees	Germany: near Munchenroda, Jena		non_saline_candidate	
GCF_035282265.1	Bacillus pseudomycoides	Contig	current	5517295	96	SAMN39174032	soil	China: Huazhong Agricultural University, Shizishan Street, Wuhan, Hubei 430070		non_saline_candidate	
GCF_036209105.1	Bacillus pseudomycoides	Scaffold	current	5267120	199	SAMN32927421	not collected	not collected		uncertain	
GCF_036209285.1	Bacillus paranthracis	Scaffold	current	5544970	111	SAMN32927414	not collected	not collected		uncertain	
GCF_036209925.1	Bacillus paranthracis	Scaffold	current	5254491	53	SAMN32927381	corn	USA: Illinois		uncertain	
GCF_036209995.1	Bacillus paranthracis	Scaffold	current	5565415	83	SAMN32927379	large intestine	Russia: Ukraine	Bos taurus	uncertain	
GCF_036210445.1	Bacillus paranthracis	Scaffold	current	5680103	129	SAMN32927352	ground beef	USA: Illinois		uncertain	
GCF_036210625.1	Bacillus paranthracis	Scaffold	current	5527424	329	SAMN32927342	not collected	USA		uncertain	
GCF_036210645.1	Bacillus paranthracis	Scaffold	current	5594814	155	SAMN32927343	not collected	USA		uncertain	
GCF_036210705.1	Bacillus paranthracis	Scaffold	current	5728757	301	SAMN32927339	not collected	USA		uncertain	
GCF_036210715.1	Bacillus paranthracis	Scaffold	current	5809275	296	SAMN32927340	not collected	USA		uncertain	
GCF_036210805.1	Bacillus paranthracis	Scaffold	current	5556274	84	SAMN32927334	not collected	USA		uncertain	
GCF_036210825.1	Bacillus paranthracis	Scaffold	current	5556374	80	SAMN32927335	not collected	USA		uncertain	
GCF_036210835.1	Bacillus paranthracis	Scaffold	current	5555665	79	SAMN32927332	not collected	USA		uncertain	
GCF_036210845.1	Bacillus paranthracis	Scaffold	current	5545494	81	SAMN32927331	not collected	USA		uncertain	
GCF_036210875.1	Bacillus paranthracis	Scaffold	current	5540962	84	SAMN32927333	not collected	USA		uncertain	
GCF_036210905.1	Bacillus paranthracis	Scaffold	current	5583975	87	SAMN32927330	soil	USA		non_saline_candidate	
GCF_036210925.1	Bacillus paranthracis	Scaffold	current	5559702	77	SAMN32927328	soil	USA		non_saline_candidate	
GCF_036210935.1	Bacillus paranthracis	Scaffold	current	5546157	90	SAMN32927327	soil	USA		non_saline_candidate	
GCF_036210945.1	Bacillus paranthracis	Scaffold	current	5552634	78	SAMN32927329	soil	USA		non_saline_candidate	
GCF_036210985.1	Bacillus paranthracis	Scaffold	current	5563059	81	SAMN32927326	soil	USA		non_saline_candidate	
GCF_036211005.1	Bacillus paranthracis	Scaffold	current	5581382	73	SAMN32927323	soil	USA		non_saline_candidate	
GCF_036211025.1	Bacillus paranthracis	Scaffold	current	5575156	67	SAMN32927321	soil	USA		non_saline_candidate	
GCF_036211035.1	Bacillus paranthracis	Scaffold	current	5569717	82	SAMN32927325	soil	USA		non_saline_candidate	
GCF_036211045.1	Bacillus paranthracis	Scaffold	current	5593817	83	SAMN32927322	soil	USA		non_saline_candidate	
GCF_036211055.1	Bacillus paranthracis	Scaffold	current	5565727	93	SAMN32927324	soil	USA		non_saline_candidate	
GCF_036211125.1	Bacillus paranthracis	Scaffold	current	5541644	99	SAMN32927315	soil	USA		non_saline_candidate	
GCF_036211145.1	Bacillus paranthracis	Scaffold	current	5531942	78	SAMN32927318	soil	USA		non_saline_candidate	
GCF_036211155.1	Bacillus paranthracis	Scaffold	current	5506836	96	SAMN32927317	soil	USA		non_saline_candidate	
GCF_036211205.1	Bacillus paranthracis	Scaffold	current	5544323	79	SAMN32927316	soil	USA		non_saline_candidate	
GCF_036211215.1	Bacillus paranthracis	Scaffold	current	5614469	101	SAMN32927314	soil	USA		non_saline_candidate	
GCF_036211225.1	Bacillus paranthracis	Scaffold	current	5551922	78	SAMN32927312	soil	USA		non_saline_candidate	
GCF_036211245.1	Bacillus paranthracis	Scaffold	current	5573167	77	SAMN32927313	soil	USA		non_saline_candidate	
GCF_036211255.1	Bacillus paranthracis	Scaffold	current	5601559	95	SAMN32927311	soil	USA		non_saline_candidate	
GCF_036211285.1	Bacillus paranthracis	Scaffold	current	5545763	569	SAMN32927308	not collected	USA		uncertain	
GCF_036211305.1	Bacillus paranthracis	Scaffold	current	5581357	85	SAMN32927310	not collected	USA		uncertain	
GCF_036211325.1	Bacillus paranthracis	Scaffold	current	5755158	357	SAMN32927309	not collected	USA		uncertain	
GCF_036211345.1	Bacillus paranthracis	Scaffold	current	5589224	144	SAMN32927307	soil	USA		non_saline_candidate	
GCF_036211385.1	Bacillus paranthracis	Scaffold	current	5552796	92	SAMN32927305	not collected	USA		uncertain	
GCF_036211465.1	Bacillus pseudomycoides	Scaffold	current	5760807	219	SAMN32927300	soil	USA		non_saline_candidate	
GCF_036211825.1	Bacillus paranthracis	Scaffold	current	5540062	96	SAMN32927283	diseased insect	not collected		uncertain	
GCF_036211885.1	Bacillus paranthracis	Scaffold	current	5386180	705	SAMN32927281	not collected	not collected		uncertain	
GCF_036211905.1	Bacillus paranthracis	Scaffold	current	5555799	83	SAMN32927278	diseased insect	not collected		uncertain	
GCF_036211945.1	Bacillus paranthracis	Scaffold	current	5628775	284	SAMN32927276	diseased insect	not collected		uncertain	
GCF_036211985.1	Bacillus proteolyticus	Scaffold	current	5948885	83	SAMN32927274	not collected	not collected		uncertain	
GCF_036212025.1	Bacillus paranthracis	Scaffold	current	5544283	78	SAMN32927271	not collected	not collected		uncertain	
GCF_036212105.1	Bacillus paranthracis	Scaffold	current	5539897	63	SAMN32927268	not collected	not collected		uncertain	
GCF_036212145.1	Bacillus pseudomycoides	Scaffold	current	5790722	177	SAMN32927266	not collected	not collected		uncertain	
GCF_036212165.1	Bacillus paranthracis	Scaffold	current	5538466	63	SAMN32927267	not collected	not collected		uncertain	
GCF_036212285.1	Bacillus pseudomycoides	Scaffold	current	5669433	173	SAMN32927260	soil	not collected		non_saline_candidate	
GCF_036212345.1	Bacillus pseudomycoides	Scaffold	current	5647814	153	SAMN32927258	not collected	not collected		uncertain	
GCF_036222445.1	Bacillus pseudomycoides	Scaffold	current	5163940	131	SAMN33941057	soil	USA		non_saline_candidate	
GCF_036222685.1	Bacillus pseudomycoides	Scaffold	current	5754295	153	SAMN33941044	soil	not collected		non_saline_candidate	
GCF_036408975.1	Bacillus pretiosus	Contig	current	5660637	18	SAMN39605382	root	Poland: Lask	Galium aparine L.	non_saline_candidate	
GCF_036688425.1	Bacillus paranthracis	Contig	current	5130571	46	SAMN39897631	Sewage	India: Phagwara, Punjab		uncertain	
GCF_036851255.1	Bacillus paranthracis	Contig	current	5956345	7	SAMN18108461	blood culture	France: Dijon	Homo sapiens	exclude_review	blood
GCF_036851275.1	Bacillus paranthracis	Contig	current	5839839	8	SAMN18108460	blood culture	France: Besancon	Homo sapiens	exclude_review	blood
GCF_036851295.1	Bacillus paranthracis	Contig	current	5493225	6	SAMN18108459	blood culture	France: Besancon	Homo sapiens	exclude_review	blood
GCF_036851415.1	Bacillus paranthracis	Contig	current	5737603	6	SAMN18108450	blood culture	France: Nimes	Homo sapiens	exclude_review	blood
GCF_036851435.1	Bacillus paranthracis	Contig	current	5874227	7	SAMN18108448	blood culture	France: Toulouse	Homo sapiens	exclude_review	blood
GCF_036851455.1	Bacillus paranthracis	Contig	current	5710484	7	SAMN18108446	blood culture	France: Toulouse	Homo sapiens	exclude_review	blood
GCF_036851515.1	Bacillus paranthracis	Contig	current	5830278	7	SAMN18108444	blood culture	France: Tours	Homo sapiens	exclude_review	blood
GCF_036851535.1	Bacillus paranthracis	Contig	current	5605357	5	SAMN18108443	blood culture	France: Tours	Homo sapiens	exclude_review	blood
GCF_036851635.1	Bacillus paranthracis	Contig	current	5624123	5	SAMN18108437	blood culture	France: Poitiers	Homo sapiens	exclude_review	blood
GCF_036851675.1	Bacillus paranthracis	Contig	current	5700472	4	SAMN18108436	blood culture	France: Poitiers	Homo sapiens	exclude_review	blood
GCF_036851695.1	Bacillus paranthracis	Contig	current	5452265	6	SAMN18108434	blood culture	France: Nice	Homo sapiens	exclude_review	blood
GCF_036851735.1	Bacillus paranthracis	Contig	current	5626549	6	SAMN18108432	blood culture	France: Paris	Homo sapiens	exclude_review	blood
GCF_036851755.1	Bacillus paranthracis	Contig	current	5740850	10	SAMN18108430	blood culture	France: Strasbourg	Homo sapiens	exclude_review	blood
GCF_036851795.1	Bacillus paranthracis	Contig	current	5496002	5	SAMN18108428	blood culture	France: Besancon	Homo sapiens	exclude_review	blood
GCF_036945905.1	Bacillus paranthracis	Scaffold	current	5654064	79	SAMN32638672	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_036945925.1	Bacillus paranthracis	Scaffold	current	5621582	84	SAMN32638671	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
